Claim Number,date_of_loss,Notifier,Loss_code,Loss_description,Notification_period,Inception_to_loss,Location_of_incident,Weather_conditions,Vehicle_mobile,Time_hour,Main_driver,PH_considered_TP_at_fault,Vechile_registration_present,Incident_details_present,Injury_details_present,TP_type_insd_pass_back,TP_type_insd_pass_front,TP_type_driver,TP_type_pass_back,TP_type_pass_front,TP_type_bike,TP_type_cyclist,TP_type_pass_multi,TP_type_pedestrian,TP_type_other,TP_type_nk,TP_injury_whiplash,TP_injury_traumatic,TP_injury_fatality,TP_injury_unclear,TP_injury_nk,TP_region_eastang,TP_region_eastmid,TP_region_london,TP_region_north,TP_region_northw,TP_region_outerldn,TP_region_scotland,TP_region_southe,TP_region_southw,TP_region_wales,TP_region_westmid,TP_region_yorkshire,Incurred,Capped Incurred
925,2006-11-09,Other,LD003,Head on collision,91,91,n/k,NORMAL,n/k,7,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,868.4305024,868.4305024
6814,2014-12-26,Other,LD003,Head on collision,30,132,Main Road,"SNOW,ICE,FOG",Y,8,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4932.2965952,4932.2965952
2509,2010-05-27,PH,LD003,Head on collision,0,255,Minor Road,NORMAL,Y,10,Y,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
6133,2014-08-10,Other,LD003,Head on collision,1,37,Minor Road,WET,Y,11,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
5025,2013-10-17,PH,LD003,Head on collision,0,116,Minor Road,NORMAL,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,245.48609120000003,245.48609120000003
5321,2014-01-12,TP,LD003,Head on collision,3,36,Not Applicable,,n/k,8,Other,N,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14185.465489600001,14185.465489600001
6646,2014-11-27,Other,LD003,Head on collision,0,312,Minor Road,WET,Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,185.1800336,185.1800336
6043,2014-07-22,Other,LD003,Head on collision,0,189,Minor Road,NORMAL,N,7,N,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1818.6218224,1818.6218224
3776,2012-06-11,PH,LD003,Head on collision,7,86,Minor Road,NORMAL,N,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15204.893865600001,15204.893865600001
4836,2013-08-14,PH,LD003,Head on collision,1,351,Main Road,WET,N,20,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,212.49667040000003,212.49667040000003
4137,2012-11-08,PH,LD003,Head on collision,0,354,Home Address,NORMAL,Y,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9518.044270400002,9518.044270400002
4965,2013-09-26,PH,LD003,Head on collision,0,150,Minor Road,WET,N,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2780,2010-11-27,TP,LD003,Head on collision,9,108,Main Road,NORMAL,n/k,15,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1814.0545040000002,1814.0545040000002
540,2005-08-12,Other,LD003,Head on collision,0,47,Minor Road,WET,Y,17,Y,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1686.8968688000002,1686.8968688000002
2746,2010-11-09,PH,LD003,Head on collision,0,132,Home Address,WET,Y,12,Y,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
6913,2015-01-22,Other,LD003,Head on collision,0,262,Minor Road,"SNOW,ICE,FOG",Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1924.6447008000002,1924.6447008000002
7021,2015-02-07,Other,LD003,Head on collision,1,17,Main Road,NORMAL,N,18,Y,N,1,1,1,2,0,1,0,0,0,0,0,0,0,0,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,542.2308768,542.2308768
5468,2014-02-26,PH,LD003,Head on collision,0,133,Minor Road,NORMAL,Y,0,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9793.5379344,9793.5379344
1146,2007-04-17,NamedDriver,LD003,Head on collision,1,332,Main Road,NORMAL,Y,18,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,24890.023443200003,24890.023443200003
5128,2013-11-17,PH,LD003,Head on collision,9,58,Main Road,WET,N,0,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,613.0679488000001,613.0679488000001
4469,2013-03-26,PH,LD003,Head on collision,0,169,Minor Road,NORMAL,Y,14,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23.3602336,23.3602336
668,2006-02-18,Other,LD003,Head on collision,0,201,Minor Road,NORMAL,Y,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
3020,2011-04-02,PH,LD003,Head on collision,0,195,Minor Road,NORMAL,N,14,Y,N,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1570.1975200000002,1570.1975200000002
358,2004-11-12,PH,LD003,Head on collision,0,189,Main Road,WET,Y,16,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
5064,2013-10-29,PH,LD003,Head on collision,0,114,Minor Road,NORMAL,N,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3714.5680543999997,3714.5680543999997
2832,2010-12-17,PH,LD003,Head on collision,2,235,Minor Road,"SNOW,ICE,FOG",n/k,8,Y,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,978.8170607999999,978.8170607999999
2784,2010-11-28,PH,LD003,Head on collision,0,176,Main Road,NORMAL,N,10,Y,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,84.4808448,84.4808448
1354,2007-09-11,Other,LD003,Head on collision,0,347,Minor Road,NORMAL,Y,13,Other,n/k,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,8572.740272000001,8572.740272000001
5132,2013-11-18,PH,LD003,Head on collision,0,82,Minor Road,WET,Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
471,2005-04-05,TP,LD003,Head on collision,15,5,n/k,,N,0,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,110.7356528,110.7356528
2704,2010-10-08,Other,LD003,Head on collision,3,7,Main Road,NORMAL,N,12,Other,n/k,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14838.0538336,14838.0538336
3331,2011-10-31,PH,LD003,Head on collision,1,267,Minor Road,WET,N,18,Other,N,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3638,2012-04-08,PH,LD003,Head on collision,2,212,Minor Road,WET,Y,19,Y,N,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3811.8926640000004,3811.8926640000004
1397,2007-10-10,PH,LD003,Head on collision,0,19,Minor Road,WET,N,7,Other,n/k,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23041.1176816,23041.1176816
3585,2012-03-10,PH,LD003,Head on collision,5,189,Minor Road,NORMAL,N,16,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1609.5579136,1609.5579136
6900,2015-01-18,Other,LD003,Head on collision,0,299,Main Road,"SNOW,ICE,FOG",Y,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3539.5408496,3539.5408496
5263,2013-12-21,TP,LD003,Head on collision,33,247,n/k,N/K,n/k,18,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28813.640860800002,28813.640860800002
5646,2014-04-22,PH,LD003,Head on collision,1,82,Minor Road,WET,Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9808.4326288,9808.4326288
3377,2011-11-25,PH,LD003,Head on collision,0,234,Minor Road,WET,N,8,Y,N,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1257,2007-06-27,PH,LD003,Head on collision,1,313,Main Road,NORMAL,N,20,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,81.48445120000001,81.48445120000001
6191,2014-08-26,Other,LD003,Head on collision,1,189,Minor Road,WET,N,9,Y,N,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,252.0170656,252.0170656
3513,2012-02-04,CNF,LD003,Head on collision,3,264,Minor Road,"SNOW,ICE,FOG",Y,19,Other,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2157.8106688000003,2157.8106688000003
5652,2014-04-25,PH,LD003,Head on collision,0,128,Minor Road,WET,Y,16,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9672.183993600001,9672.183993600001
5779,2014-05-21,Other,LD003,Head on collision,1,221,Main Road,NORMAL,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1251,2007-06-26,PH,LD003,Head on collision,0,14,Minor Road,WET,N,17,Other,n/k,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3560.7046976,3560.7046976
5796,2014-05-24,Other,LD003,Head on collision,1,35,Minor Road,WET,N,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7935.1775328,7935.1775328
5349,2014-01-18,Other,LD003,Head on collision,4,334,Minor Road,WET,Y,16,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
7384,2015-04-30,Other,LD003,Head on collision,0,22,Main Road,NORMAL,Y,5,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24211.573022400004,24211.573022400004
4299,2013-01-15,PH,LD003,Head on collision,0,308,Main Road,"SNOW,ICE,FOG",N,13,Y,N,1,1,1,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24583.2858304,24583.2858304
3285,2011-09-27,PH,LD003,Head on collision,0,340,Main Road,NORMAL,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1261.8744368,1261.8744368
2934,2011-02-03,PH,LD003,Head on collision,0,154,Main Road,NORMAL,Y,8,Y,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1159.9388720000002,1159.9388720000002
4176,2012-11-21,PH,LD003,Head on collision,0,216,Minor Road,WET,Y,10,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,350.76714400000003,350.76714400000003
5269,2013-12-23,PH,LD003,Head on collision,0,304,Main Road,WET,N,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,92.5245616,92.5245616
4911,2013-09-10,TP,LD003,Head on collision,0,1,Main Road,NORMAL,Y,7,Y,N,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11616.625256000001,11616.625256000001
1853,2008-11-07,NamedDriver,LD003,Head on collision,0,159,Minor Road,WET,N,9,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3178.7663328000003,3178.7663328000003
6317,2014-09-22,Other,LD003,Head on collision,1,58,Main Road,NORMAL,N,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28985.9771296,28985.9771296
6816,2014-12-27,Other,LD003,Head on collision,19,234,Main Road,"SNOW,ICE,FOG",Y,19,Y,N,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,136.1904528,136.1904528
7193,2015-03-15,Other,LD003,Head on collision,1,236,Minor Road,N/K,N,12,Y,N,1,1,0,0,0,1,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,31313.7822256,31313.7822256
7478,2015-05-19,Other,LD003,Head on collision,0,339,Minor Road,,Y,9,Other,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2106,2009-07-29,PH,LD003,Head on collision,0,82,Main Road,NORMAL,N,14,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2565.8002032000004,2565.8002032000004
134,2004-02-25,Other,LD003,Head on collision,0,86,Minor Road,NORMAL,N,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23356.9317488,23356.9317488
5237,2013-12-16,PH,LD003,Head on collision,0,96,Car Park,NORMAL,N,8,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11420.216019200001,11420.216019200001
5030,2013-10-20,Other,LD003,Head on collision,1,54,Main Road,WET,N,20,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,122.1248576,122.1248576
929,2006-11-15,PH,LD003,Head on collision,19,44,Minor Road,WET,Y,16,Other,n/k,1,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18710.8198336,18710.8198336
824,2006-08-05,Other,LD003,Head on collision,2,193,Minor Road,NORMAL,N,18,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,870.2196112,870.2196112
6986,2015-02-03,Other,LD003,Head on collision,1,146,Minor Road,"SNOW,ICE,FOG",Y,9,Y,N,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,33402.8212976,33402.8212976
1532,2008-01-30,PH,LD003,Head on collision,0,128,Minor Road,NORMAL,N,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1536.9026416,1536.9026416
1215,2007-06-06,PH,LD003,Head on collision,0,1,Minor Road,NORMAL,Y,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
505,2005-06-17,Other,LD003,Head on collision,0,99,Minor Road,WET,N,8,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4986.5807744,4986.5807744
4286,2013-01-04,PH,LD003,Head on collision,1,318,Main Road,NORMAL,N,12,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,156.6124752,156.6124752
6492,2014-10-29,Other,LD003,Head on collision,9,174,Minor Road,WET,Y,19,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1997,2009-04-24,PH,LD003,Head on collision,5,17,Main Road,NORMAL,Y,17,Other,n/k,1,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,25672.809452800004,25672.809452800004
6531,2014-11-05,Other,LD003,Head on collision,0,120,Minor Road,NORMAL,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2168.603504,2168.603504
3073,2011-05-08,PH,LD003,Head on collision,1,52,Minor Road,NORMAL,Y,13,Y,N,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5679.8822528,5679.8822528
1959,2009-03-03,PH,LD003,Head on collision,0,274,Main Road,WET,Y,6,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1068.9270528,1068.9270528
1385,2007-10-04,PH,LD003,Head on collision,0,291,Main Road,NORMAL,Y,7,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24.116604799999998,24.116604799999998
895,2006-10-13,PH,LD003,Head on collision,1,182,Minor Road,NORMAL,Y,14,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981.2025392000002,981.2025392000002
4925,2013-09-13,PH,LD003,Head on collision,0,300,Minor Road,WET,Y,8,N,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3863.7477280000003,3863.7477280000003
456,2005-03-15,Other,LD003,Head on collision,0,221,Main Road,NORMAL,N,17,Other,n/k,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2006.1727888,2006.1727888
6620,2014-11-22,Other,LD003,Head on collision,1,88,Minor Road,WET,N,21,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-15.214697600000003,-15.214697600000003
5780,2014-05-21,Other,LD003,Head on collision,1,132,Minor Road,NORMAL,N,7,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18681.684996800002,18681.684996800002
7119,2015-02-26,Other,LD003,Head on collision,0,83,Minor Road,WET,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6535.0908048,6535.0908048
3710,2012-05-12,PH,LD003,Head on collision,1,190,Main Road,NORMAL,N,20,Y,N,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4438.8225696,4438.8225696
7092,2015-02-23,Other,LD003,Head on collision,4,154,Minor Road,NORMAL,Y,9,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
4850,2013-08-18,PH,LD003,Head on collision,0,48,Minor Road,NORMAL,N,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8911.4636592,8911.4636592
4749,2013-07-14,Other,LD003,Head on collision,381,128,n/k,N/K,n/k,0,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,257.8643968,257.8643968
4269,2012-12-24,PH,LD003,Head on collision,4,316,Car Park,NORMAL,Y,17,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1369.1336912000002,1369.1336912000002
3523,2012-02-06,PH,LD003,Head on collision,0,133,Minor Road,WET,N,14,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2025.1547968,2025.1547968
4135,2012-11-08,Other,LD003,Head on collision,110,45,Minor Road,WET,Y,13,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3603,2012-03-18,PH,LD003,Head on collision,1,203,Main Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
7511,2015-05-27,Other,LD003,Head on collision,1,178,Minor Road,N/K,Y,17,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11511.242384,11511.242384
714,2006-04-11,Other,LD003,Head on collision,0,112,Minor Road,WET,N,8,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2211.8912096000004,2211.8912096000004
4187,2012-11-24,PH,LD003,Head on collision,0,8,Minor Road,WET,N,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4923.3510512,4923.3510512
2215,2009-11-01,Other,LD003,Head on collision,8,77,Main Road,NORMAL,N,11,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18.9383712,18.9383712
5302,2014-01-07,TP,LD003,Head on collision,8,155,Minor Road,WET,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,594.7114016,594.7114016
2924,2011-01-30,PH,LD003,Head on collision,0,180,Minor Road,WET,Y,10,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,83.8262928,83.8262928
6966,2015-01-29,Other,LD003,Head on collision,8,3,Main Road,"SNOW,ICE,FOG",Y,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1811,2008-10-04,PH,LD003,Head on collision,0,33,Main Road,WET,N,13,Other,N,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
3487,2012-01-21,PH,LD003,Head on collision,0,82,Home Address,NORMAL,N,11,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3625.4035264000004,3625.4035264000004
3142,2011-06-22,Other,LD003,Head on collision,8,114,n/k,,Y,0,Other,N,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,333.7778832,333.7778832
1828,2008-10-21,PH,LD003,Head on collision,0,355,Minor Road,NORMAL,N,8,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2998.0954352000003,2998.0954352000003
1156,2007-04-27,Other,LD003,Head on collision,1,198,Minor Road,NORMAL,Y,18,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,376.86195039999996,376.86195039999996
1325,2007-08-18,Other,LD003,Head on collision,2,272,Main Road,WET,N,18,Other,n/k,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,86.0954064,86.0954064
4313,2013-01-18,PH,LD003,Head on collision,0,109,Minor Road,"SNOW,ICE,FOG",Y,15,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2823.7082368,2823.7082368
511,2005-06-24,Other,LD003,Head on collision,3,66,Minor Road,WET,Y,19,Y,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1201.7283808,1201.7283808
1681,2008-05-30,PH,LD003,Head on collision,3,126,Minor Road,NORMAL,Y,18,Other,n/k,1,1,0,0,0,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,41188.630064000004,41188.630064000004
500,2005-06-07,Other,LD003,Head on collision,0,92,Main Road,NORMAL,Y,17,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,187.52187519999998,187.52187519999998
7197,2015-03-16,Other,LD003,Head on collision,1,130,Main Road,,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2980.4952592000004,2980.4952592000004
1857,2008-11-12,PH,LD003,Head on collision,0,122,Minor Road,NORMAL,Y,7,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1416.8868960000002,1416.8868960000002
